Gene	Virus	Abbre	Baltimore	Family
DAP3	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
BHLHB9	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
LAMC3	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
INTS11	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
TGS1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
ADAR	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
LRRCC1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
KPNA6	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
ZWINT	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
COMMD1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
SEC16A	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
PABPC4L	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
FUS	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
NOP58	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
CRNKL1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
GMEB1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
FARP2	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
KCTD6	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
ATP6V1G1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
ZFR	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
RPL22	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
ZMPSTE24	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
PFKFB2	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
RTRAF	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
ACTA2	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
CPSF1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
DCAF7	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
LARP7	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
EEF1A1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
NUP214	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
CARS1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
SRSF11	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
CENPH	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
CCP110	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
CCHCR1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
DHX30	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
HNRNPA3	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
CYTH4	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
HNRNPAB	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
GLYR1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
RPS3	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
ALMS1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
NIN	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
HNRNPF	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
MBIP	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
YWHAZ	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
CENPC	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
LARP1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
CPSF4	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
SDHB	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
SNAPC4	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
STAU1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
SLC25A5	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
ACTN4	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
DCTN2	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
SCRIB	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
SNRPA1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
IGHG1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
AIMP2	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
AP2B1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
BSPRY	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
FIP1L1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
HNRNPCL1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
DDX56	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
TUBB	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
SNRNP70	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
LARP1B	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
LGALS3BP	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
GIPC1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
ENO1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
DLG4	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
ARNT	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
YBX1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
SRRM1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
DYNLL1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
DDX3Y	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
DDX3X	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
SUN2	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
HIVEP1	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
SDF4	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
HADHB	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
SON	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
ILF2	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
RPL23A	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
ERH	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
YBX3	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
POLR3F	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
OGT	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
PIAS3	Influenza A virus (H5N1)	H5N1	(-)ssRNA	Orthomyxoviridae
ZNF316	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HADHB	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
LIPE	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
LIG3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SDF2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MARK2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ID1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
IRF6	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PAWR	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RMND5A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CDK2AP1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CTSA	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PHB2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GPC4	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
IRF7	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FAHD1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
KAT5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TPP1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GFPT2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TBRG4	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TUBA3C	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MECP2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CREBBP	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SDCCAG8	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
KDM3A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
LTN1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CENPU	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HERC5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GTF3C5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
IL6ST	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RANBP10	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HIGD2A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
UBC	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PPP1R7	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MT-CO1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SLC25A3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CUL4A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PPP1CC	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
IRF1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RCN2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PPP1CA	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PTTG1IP	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SUMO1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
UNG	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TNPO2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
WASF1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FKBP10	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RPA1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PPP2R3A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
BBX	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SDF2L1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RCN1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RPP40	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PRMT3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HDAC1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
WWP1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
REEP5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PPP1CB	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TRIM28	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HOMEZ	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TBP	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TOMM40	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MTX2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HLA-A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
IRF3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
IL17B	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ATF2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NHSL1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HNRNPUL1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FOXK2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TRMT61A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ZBTB38	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GTF3C4	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
EMC10	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CCDC25	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MBOAT7	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
REEP2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RELL2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PRMT5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
XPA	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TRAF2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TRMT10C	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
USP10	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
DSC3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
LMO7	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
UGGT2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TCEAL6	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
LMAN1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TWNK	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RBX1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
UBE2O	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TRIM25	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CANX	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RPP30	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SAAL1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
DHX29	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
EPPK1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
XPC	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HIF1A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
XRCC1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HCFC2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CCDC86	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CIAO1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RBM19	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MNDA	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
DNMT3B	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CAMSAP2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
DIABLO	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PRSS2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
KNOP1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RECQL5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ENKD1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PGAM5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RBM4B	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RGL2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TUBA1C	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
USP9X	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HIRA	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MYC	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
IKBKG	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TRUB2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SRSF11	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CHUK	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SNAP29	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TXNDC11	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SEC23IP	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
KHDRBS1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TFAP2C	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
COA3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ZMAT2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ANKRD44	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ANKRD28	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
DNMT3A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HDAC2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
UBN2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
VRK3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CDK9	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
H4C1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PRMT2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TBCD	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PRMT6	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
KCTD2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RPL3L	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
XPO7	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RNF31	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
IFT81	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NEK1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PAIP1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HNRNPK	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CS	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RALGAPA1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GANAB	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ERCC2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RGS14	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TJP2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TAOK3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
WASF3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RAD51D	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CMC4	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
YARS2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
IKBKB	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CDC37	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SNRNP70	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TM9SF2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ASPM	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
COPS5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NDUFV1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CNPY2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NOL9	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CCT8	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SDC2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TERF1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SENP3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CHCHD6	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ASF1B	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SNX4	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PRMT1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PRKDC	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CDKN1B	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CDKN2C	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RAB7A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
XPO6	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SRRM1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
BCL2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CUL3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GOLPH3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CALR	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CUL1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
THOC5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
APEX1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GTF2I	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
LYN	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GTF3C1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CCDC127	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GLB1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GPX8	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HLA-DRA	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MAP2K2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MAP2K7	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MTCH2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MGST2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SMARCC2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RBM22	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RNF181	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RAB3GAP1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SELENOF	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
P4HB	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TNKS1BP1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TBC1D10B	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ZZEF1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PELP1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
KDSR	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RPF2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
COX4I1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ATP6V0D1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CDK3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ATF7	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CDK6	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
